Time, TempExt, TempInt, TempRef, ControleSignal
2021-03-19 12:20:58, 27.240, 53.399, 60.000, 100.000
2021-03-19 12:20:59, 27.240, 53.399, 60.000, 100.000
2021-03-19 12:21:00, 27.240, 53.883, 60.000, 100.000
2021-03-19 12:21:02, 27.250, 53.496, 60.000, 100.000
2021-03-19 12:21:03, 27.250, 53.496, 60.000, 100.000
2021-03-19 12:21:04, 27.260, 53.399, 60.000, 100.000
2021-03-19 12:21:06, 27.260, 53.818, 60.000, 100.000
2021-03-19 12:21:07, 27.240, 53.818, 60.000, 100.000
2021-03-19 12:21:09, 27.250, 53.818, 60.000, 100.000
2021-03-19 12:21:10, 27.250, 54.656, 60.000, 100.000
2021-03-19 12:21:11, 27.250, 54.656, 60.000, 100.000
2021-03-19 12:21:13, 27.250, 56.235, 60.000, 100.000
2021-03-19 12:21:14, 27.250, 57.041, 60.000, 100.000
2021-03-19 12:21:15, 27.250, 57.041, 60.000, 100.000
2021-03-19 12:21:17, 27.250, 57.170, 60.000, 100.000
2021-03-19 12:21:18, 27.250, 58.008, 60.000, 100.000
2021-03-19 12:21:19, 27.250, 58.008, 60.000, 100.000
2021-03-19 12:21:21, 27.250, 57.686, 60.000, 100.000
2021-03-19 12:21:22, 27.250, 57.299, 60.000, 100.000
2021-03-19 12:21:24, 27.260, 57.299, 60.000, 100.000
2021-03-19 12:21:25, 27.240, 57.492, 60.000, 100.000
2021-03-19 12:21:26, 27.250, 58.040, 60.000, 100.000
2021-03-19 12:21:28, 27.250, 58.040, 60.000, 100.000
2021-03-19 12:21:29, 27.260, 58.588, 60.000, 100.000
2021-03-19 12:21:30, 27.250, 59.168, 60.000, 100.000
2021-03-19 12:21:32, 27.250, 59.168, 60.000, 100.000
2021-03-19 12:21:33, 27.260, 60.167, 60.000, 94.003
2021-03-19 12:21:34, 27.240, 59.587, 60.000, 100.000
2021-03-19 12:21:36, 27.250, 59.587, 60.000, 100.000
2021-03-19 12:21:37, 27.260, 58.556, 60.000, 100.000
2021-03-19 12:21:39, 27.250, 58.362, 60.000, 100.000
2021-03-19 12:21:40, 27.260, 58.362, 60.000, 100.000
2021-03-19 12:21:41, 27.260, 57.524, 60.000, 100.000
